id,area,sort_order,code,category,competency,sub_competency,category_en,competency_en,sub_competency_en
369,LOG,4,1.1.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.1 Logistika Strategiyası və Şəbəkə Dizaynı,1.1.4 Bazar və həcm dəyişikliklərinə uyğun olaraq şəbəkə dizaynını nəzərdən keçirmək və uyğunlaşdırmaq,1 Logistics & Supply Chain Management (Functional),1.1 Logistics Strategy & Network Design,1.1.4 Review and adapt network design to market and volume changes
370,LOG,5,1.2.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.2 Nəqliyyatın İdarə Edilməsi,1.2.1 Daxil olan və çıxan daşımaları planlamaq və idarə etmək,1 Logistics & Supply Chain Management (Functional),1.2 Transportation Management,1.2.1 Plan and manage inbound and outbound transportation
371,LOG,6,1.2.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.2 Nəqliyyatın İdarə Edilməsi,"1.2.2 Nəqliyyat provayderlərini seçmək, müqavilələndirmək və idarə etmək",1 Logistics & Supply Chain Management (Functional),1.2 Transportation Management,"1.2.2 Select, contract, and manage transport providers"
372,LOG,7,1.2.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.2 Nəqliyyatın İdarə Edilməsi,"1.2.3 Marşrutları, yük doluluğunu və çatdırılma cədvəllərini optimallaşdırmaq",1 Logistics & Supply Chain Management (Functional),1.2 Transportation Management,"1.2.3 Optimize routing, load utilization, and delivery schedules"
373,LOG,8,1.2.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.2 Nəqliyyatın İdarə Edilməsi,"1.2.4 Daşıma xərclərini, xidmət səviyyəsini və vaxtında çatdırılmanı izləmək",1 Logistics & Supply Chain Management (Functional),1.2 Transportation Management,"1.2.4 Monitor freight cost, service level, and on-time delivery"
374,LOG,9,1.3.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.3 Anbar və Distribusiya Əməliyyatları,1.3.1 Anbar yerləşimlərini və iş axınlarını dizayn etmək və idarə etmək,1 Logistics & Supply Chain Management (Functional),1.3 Warehouse & Distribution Operations,1.3.1 Design and manage warehouse layouts and workflows
375,LOG,10,1.3.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.3 Anbar və Distribusiya Əməliyyatları,"1.3.2 Qəbul, saxlama, yığım və göndəriş proseslərinə nəzarət etmək",1 Logistics & Supply Chain Management (Functional),1.3 Warehouse & Distribution Operations,"1.3.2 Control receiving, storage, picking, and dispatch processes"
376,LOG,11,1.3.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.3 Anbar və Distribusiya Əməliyyatları,1.3.3 İnventar dəqiqliyini və stok bütövlüyünü təmin etmək,1 Logistics & Supply Chain Management (Functional),1.3 Warehouse & Distribution Operations,1.3.3 Ensure inventory accuracy and stock integrity
377,LOG,12,1.3.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.3 Anbar və Distribusiya Əməliyyatları,"1.3.4 Məhsuldarlığı, təhlükəsizliyi və əməliyyat səmərəliliyini artırmaq",1 Logistics & Supply Chain Management (Functional),1.3 Warehouse & Distribution Operations,"1.3.4 Drive productivity, safety, and operational efficiency"
378,LOG,13,1.4.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.4 İnventarın İdarə Edilməsi,1.4.1 İnventar siyasətlərini və stok parametrlərini müəyyən etmək,1 Logistics & Supply Chain Management (Functional),1.4 Inventory Management,1.4.1 Define inventory policies and stock parameters
379,LOG,14,1.4.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.4 İnventarın İdarə Edilməsi,"1.4.2 Mövcudluq, dövriyyə kapitalı və köhnəlmə riski arasında balans yaratmaq",1 Logistics & Supply Chain Management (Functional),1.4 Inventory Management,"1.4.2 Balance availability, working capital, and obsolescence risk"
380,LOG,15,1.4.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.4 İnventarın İdarə Edilməsi,"1.4.3 İnventar dövriyyəsini, yaşlanmanı və dəqiqliyi izləmək",1 Logistics & Supply Chain Management (Functional),1.4 Inventory Management,"1.4.3 Monitor inventory turnover, aging, and accuracy"
381,LOG,16,1.4.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.4 İnventarın İdarə Edilməsi,1.4.4 Tələbat dəyişkənliyini idarə etmək üçün planlama və satış komandaları ilə koordinasiya etmək,1 Logistics & Supply Chain Management (Functional),1.4 Inventory Management,1.4.4 Coordinate with planning and sales to manage demand volatility
382,LOG,17,1.5.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.5 Sifarişlərin İcrası və Müştəri Xidməti,1.5.1 Sifariş emalı və icra dövrlərini idarə etmək,1 Logistics & Supply Chain Management (Functional),1.5 Order Fulfillment & Customer Service,1.5.1 Manage order processing and fulfillment cycles
383,LOG,18,1.5.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.5 Sifarişlərin İcrası və Müştəri Xidməti,"1.5.2 Dəqiq, tam və vaxtında çatdırılmaları təmin etmək",1 Logistics & Supply Chain Management (Functional),1.5 Order Fulfillment & Customer Service,"1.5.2 Ensure accurate, complete, and on-time deliveries"
384,LOG,19,1.5.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.5 Sifarişlərin İcrası və Müştəri Xidməti,"1.5.3 Çatdırılma problemlərini, iddiaları və geri qaytarmaları idarə etmək",1 Logistics & Supply Chain Management (Functional),1.5 Order Fulfillment & Customer Service,"1.5.3 Handle delivery issues, claims, and returns"
385,LOG,20,1.5.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.5 Sifarişlərin İcrası və Müştəri Xidməti,1.5.4 Müştəri xidməti KPI-larını və məmnuniyyəti izləmək,1 Logistics & Supply Chain Management (Functional),1.5 Order Fulfillment & Customer Service,1.5.4 Monitor customer service KPIs and satisfaction
386,LOG,21,1.6.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.6 İdxal, İxrac və Gömrük İdarəetməsi",1.6.1 İdxal və ixrac sənədləşməsini və proseslərini idarə etmək,1 Logistics & Supply Chain Management (Functional),"1.6 Import, Export & Customs Management",1.6.1 Manage import and export documentation and processes
387,LOG,22,1.6.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.6 İdxal, İxrac və Gömrük İdarəetməsi","1.6.2 Gömrük, ticarət və vergi tələblərinə uyğunluğu təmin etmək",1 Logistics & Supply Chain Management (Functional),"1.6 Import, Export & Customs Management","1.6.2 Ensure compliance with customs, trade, and tax regulations"
388,LOG,23,1.6.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.6 İdxal, İxrac və Gömrük İdarəetməsi","1.6.3 Brokerlər, səlahiyyətli orqanlar və yükdaşıma ekspeditorları ilə koordinasiya etmək",1 Logistics & Supply Chain Management (Functional),"1.6 Import, Export & Customs Management","1.6.3 Coordinate with brokers, authorities, and freight forwarders"
389,LOG,24,1.6.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.6 İdxal, İxrac və Gömrük İdarəetməsi","1.6.4 Gecikmələri, cərimələri və gömrük rüsumu xərclərini minimuma endirmək",1 Logistics & Supply Chain Management (Functional),"1.6 Import, Export & Customs Management","1.6.4 Minimize delays, penalties, and duty costs"
390,LOG,25,1.7.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.7 Logistika Xərclərinə Nəzarət və Büdcələmə,1.7.1 Logistika büdcələrini və xərc proqnozlarını hazırlamaq,1 Logistics & Supply Chain Management (Functional),1.7 Logistics Cost Control & Budgeting,1.7.1 Develop logistics budgets and cost forecasts
391,LOG,26,1.7.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.7 Logistika Xərclərinə Nəzarət və Büdcələmə,1.7.2 Xərc amillərini və kənarlaşmaları təhlil etmək,1 Logistics & Supply Chain Management (Functional),1.7 Logistics Cost Control & Budgeting,1.7.2 Analyze cost drivers and variance
392,LOG,27,1.7.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.7 Logistika Xərclərinə Nəzarət və Büdcələmə,1.7.3 Xərc optimallaşdırması və səmərəlilik imkanlarını müəyyən etmək,1 Logistics & Supply Chain Management (Functional),1.7 Logistics Cost Control & Budgeting,1.7.3 Identify cost optimization and efficiency opportunities
393,LOG,28,1.7.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.7 Logistika Xərclərinə Nəzarət və Büdcələmə,1.7.4 Qənaət göstəricilərini və maliyyə performansını izləmək,1 Logistics & Supply Chain Management (Functional),1.7 Logistics Cost Control & Budgeting,1.7.4 Track savings and financial performance
394,LOG,29,1.8.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.8 Logistika Sistemləri və Rəqəmsallaşma,"1.8.1 WMS, TMS və logistika İT sistemlərindən səmərəli istifadə etmək",1 Logistics & Supply Chain Management (Functional),1.8 Logistics Systems & Digitalization,"1.8.1 Use WMS, TMS, and logistics IT systems effectively"
395,LOG,30,1.8.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.8 Logistika Sistemləri və Rəqəmsallaşma,1.8.2 Məlumatların dəqiqliyini və sistem inteqrasiyasını təmin etmək,1 Logistics & Supply Chain Management (Functional),1.8 Logistics Systems & Digitalization,1.8.2 Ensure data accuracy and system integration
396,LOG,31,1.8.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.8 Logistika Sistemləri və Rəqəmsallaşma,1.8.3 Görünürlük və qərarvermə üçün analitikadan istifadə etmək,1 Logistics & Supply Chain Management (Functional),1.8 Logistics Systems & Digitalization,1.8.3 Leverage analytics for visibility and decision making
397,LOG,32,1.8.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.8 Logistika Sistemləri və Rəqəmsallaşma,1.8.4 Avtomatlaşdırma və rəqəmsal təkmilləşdirmə təşəbbüslərini irəli aparmaq,1 Logistics & Supply Chain Management (Functional),1.8 Logistics Systems & Digitalization,1.8.4 Drive automation and digital improvement initiatives
398,LOG,33,1.9.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.9 Risk, Təhlükəsizlik və Uyğunluq","1.9.1 Əməliyyat, təhlükəsizlik və təchizat risklərini müəyyən etmək",1 Logistics & Supply Chain Management (Functional),"1.9 Risk, Safety & Compliance","1.9.1 Identify operational, safety, and supply risks"
399,LOG,34,1.9.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.9 Risk, Təhlükəsizlik və Uyğunluq","1.9.2 Sağlamlıq, təhlükəsizlik və mühafizə standartlarını tətbiq etmək",1 Logistics & Supply Chain Management (Functional),"1.9 Risk, Safety & Compliance","1.9.2 Implement health, safety, and security standards"
400,LOG,35,1.9.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.9 Risk, Təhlükəsizlik və Uyğunluq",1.9.3 Nəqliyyat və əmək qanunvericiliyinə uyğunluğu təmin etmək,1 Logistics & Supply Chain Management (Functional),"1.9 Risk, Safety & Compliance",1.9.3 Ensure compliance with transport and labor regulations
401,LOG,36,1.9.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),"1.9 Risk, Təhlükəsizlik və Uyğunluq","1.9.4 İnsidentləri, auditləri və düzəldici tədbirləri idarə etmək",1 Logistics & Supply Chain Management (Functional),"1.9 Risk, Safety & Compliance","1.9.4 Manage incidents, audits, and corrective actions"
402,LOG,37,1.10.1,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.10 Davamlı Təkmilləşdirmə və Dayanıqlılıq,1.10.1 Lean və davamlı təkmilləşdirmə metodologiyalarını tətbiq etmək,1 Logistics & Supply Chain Management (Functional),1.10 Continuous Improvement & Sustainability,1.10.1 Apply lean and continuous improvement methodologies
403,LOG,38,1.10.2,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.10 Davamlı Təkmilləşdirmə və Dayanıqlılıq,"1.10.2 Tullantıları, emissiyaları və ətraf mühitə təsiri azaltmaq",1 Logistics & Supply Chain Management (Functional),1.10 Continuous Improvement & Sustainability,"1.10.2 Reduce waste, emissions, and environmental impact"
404,LOG,39,1.10.3,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.10 Davamlı Təkmilləşdirmə və Dayanıqlılıq,1.10.3 Ən yaxşı təcrübələri və standart əməliyyat prosedurlarını tətbiq etmək,1 Logistics & Supply Chain Management (Functional),1.10 Continuous Improvement & Sustainability,1.10.3 Implement best practices and standard operating procedures
405,LOG,40,1.10.4,1 Logistika və Təchizat Zəncirinin İdarə Edilməsi (Funksional),1.10 Davamlı Təkmilləşdirmə və Dayanıqlılıq,1.10.4 Təkmilləşdirmə təşəbbüslərini və onların faydalarını izləmək,1 Logistics & Supply Chain Management (Functional),1.10 Continuous Improvement & Sustainability,1.10.4 Track improvement initiatives and benefits
406,LOG,41,2.1.1,2 Liderlik və Peşəkar Effektivlik (Davranış),2.1 Planlama və Qərarvermə,2.1.1 Vaxtında və məlumatlara əsaslanan əməliyyat qərarları vermək,2 Leadership & Professional Effectiveness (Behavioral),2.1 Planning & Decision Making,"2.1.1 Make timely, data-driven operational decisions"
407,LOG,42,2.1.2,2 Liderlik və Peşəkar Effektivlik (Davranış),2.1 Planlama və Qərarvermə,2.1.2 Vaxt və resurs məhdudiyyətləri şəraitində fəaliyyətləri prioritetləşdirmək,2 Leadership & Professional Effectiveness (Behavioral),2.1 Planning & Decision Making,2.1.2 Prioritize activities under time and resource constraints
408,LOG,43,2.1.3,2 Liderlik və Peşəkar Effektivlik (Davranış),2.1 Planlama və Qərarvermə,2.1.3 Pozuntuları qabaqcadan görmək və alternativ planlar hazırlamaq,2 Leadership & Professional Effectiveness (Behavioral),2.1 Planning & Decision Making,2.1.3 Anticipate disruptions and plan contingencies
409,LOG,44,2.1.4,2 Liderlik və Peşəkar Effektivlik (Davranış),2.1 Planlama və Qərarvermə,"2.1.4 Xidmət, xərc və risk amilləri arasında balans yaratmaq",2 Leadership & Professional Effectiveness (Behavioral),2.1 Planning & Decision Making,"2.1.4 Balance service, cost, and risk considerations"
410,LOG,45,2.2.1,2 Liderlik və Peşəkar Effektivlik (Davranış),2.2 Maraqlı Tərəflərlə Koordinasiya və Kommunikasiya,"2.2.1 Satış, planlama və təchizatçılarla effektiv koordinasiya qurmaq",2 Leadership & Professional Effectiveness (Behavioral),2.2 Stakeholder Coordination & Communication,"2.2.1 Coordinate effectively with sales, planning, and suppliers"
411,LOG,46,2.2.2,2 Liderlik və Peşəkar Effektivlik (Davranış),2.2 Maraqlı Tərəflərlə Koordinasiya və Kommunikasiya,2.2.2 Problemləri və prioritetləri aydın şəkildə çatdırmaq,2 Leadership & Professional Effectiveness (Behavioral),2.2 Stakeholder Coordination & Communication,2.2.2 Communicate issues and priorities clearly
412,LOG,47,2.2.3,2 Liderlik və Peşəkar Effektivlik (Davranış),2.2 Maraqlı Tərəflərlə Koordinasiya və Kommunikasiya,2.2.3 Eskalasiyaları və xidmət gözləntilərini idarə etmək,2 Leadership & Professional Effectiveness (Behavioral),2.2 Stakeholder Coordination & Communication,2.2.3 Manage escalations and service expectations
413,LOG,48,2.2.4,2 Liderlik və Peşəkar Effektivlik (Davranış),2.2 Maraqlı Tərəflərlə Koordinasiya və Kommunikasiya,2.2.4 Daxili və xarici tərəfdaşlarla etimad qurmaq,2 Leadership & Professional Effectiveness (Behavioral),2.2 Stakeholder Coordination & Communication,2.2.4 Build trust with internal and external partners
414,LOG,49,2.3.1,2 Liderlik və Peşəkar Effektivlik (Davranış),2.3 Liderlik və Komandanın İdarə Edilməsi,2.3.1 Aydın hədəflər və performans standartları müəyyən etmək,2 Leadership & Professional Effectiveness (Behavioral),2.3 Leadership & Team Management,2.3.1 Set clear goals and performance standards
415,LOG,50,2.3.2,2 Liderlik və Peşəkar Effektivlik (Davranış),2.3 Liderlik və Komandanın İdarə Edilməsi,2.3.2 Logistika və əməliyyat bacarıqlarını inkişaf etdirmək,2 Leadership & Professional Effectiveness (Behavioral),2.3 Leadership & Team Management,2.3.2 Develop logistics and operations capability
416,LOG,51,2.3.3,2 Liderlik və Peşəkar Effektivlik (Davranış),2.3 Liderlik və Komandanın İdarə Edilməsi,"2.3.3 İntizamı, təhlükəsizliyi və hesabatlılığı təmin etmək",2 Leadership & Professional Effectiveness (Behavioral),2.3 Leadership & Team Management,"2.3.3 Ensure discipline, safety, and accountability"
417,LOG,52,2.3.4,2 Liderlik və Peşəkar Effektivlik (Davranış),2.3 Liderlik və Komandanın İdarə Edilməsi,2.3.4 Komandaları dəyişiklik və təzyiq şəraitində idarə etmək,2 Leadership & Professional Effectiveness (Behavioral),2.3 Leadership & Team Management,2.3.4 Lead teams through change and pressure
418,LOG,53,2.4.1,2 Liderlik və Peşəkar Effektivlik (Davranış),2.4 Hesabatlılıq və Sahiblik,2.4.1 Xidmət və xərc nəticələrinə sahiblik göstərmək,2 Leadership & Professional Effectiveness (Behavioral),2.4 Accountability & Ownership,2.4.1 Take ownership of service and cost outcomes
419,LOG,54,2.4.2,2 Liderlik və Peşəkar Effektivlik (Davranış),2.4 Hesabatlılıq və Sahiblik,2.4.2 Öhdəlikləri etibarlı şəkildə yerinə yetirmək,2 Leadership & Professional Effectiveness (Behavioral),2.4 Accountability & Ownership,2.4.2 Deliver commitments reliably
420,LOG,55,2.4.3,2 Liderlik və Peşəkar Effektivlik (Davranış),2.4 Hesabatlılıq və Sahiblik,2.4.3 Problemləri proaktiv şəkildə həll etmək,2 Leadership & Professional Effectiveness (Behavioral),2.4 Accountability & Ownership,2.4.3 Address issues proactively
421,LOG,56,2.4.4,2 Liderlik və Peşəkar Effektivlik (Davranış),2.4 Hesabatlılıq və Sahiblik,2.4.4 Peşəkarlıq və dayanıqlılıq nümunəsi olmaq,2 Leadership & Professional Effectiveness (Behavioral),2.4 Accountability & Ownership,2.4.4 Model professionalism and resilience
422,SCM,1,1.1.1,Təchizat Zəncirinin İdarə Edilməsi,1.1 Tələbatın Planlaşdırılması,1.1.1 Statistik və bazar modellərindən istifadə etməklə müştəri tələbatını proqnozlaşdırmaq,Supply Chain Management,1.1 Demand Planning,1.1.1 Forecast customer demand using statistical and market models
423,SCM,2,1.1.2,Təchizat Zəncirinin İdarə Edilməsi,1.1 Tələbatın Planlaşdırılması,"1.1.2 Mövsümsəlliyi, promosiya təsirlərini və məhsulun həyat dövrü əyrilərini təhlil etmək",Supply Chain Management,1.1 Demand Planning,"1.1.2 Analyze seasonality, promotions, and lifecycle curves"
424,SCM,3,1.1.3,Təchizat Zəncirinin İdarə Edilməsi,1.1 Tələbatın Planlaşdırılması,1.1.3 Proqnozları təsdiqləmək üçün satış və marketinq komandaları ilə əməkdaşlıq etmək,Supply Chain Management,1.1 Demand Planning,1.1.3 Collaborate with sales & marketing to validate forecasts
425,SCM,4,1.2.1,Təchizat Zəncirinin İdarə Edilməsi,1.2 Təchizatın Planlaşdırılması,1.2.1 Tələbat ssenarilərinə qarşı təchizat və güc balansını təmin etmək,Supply Chain Management,1.2 Supply Planning,1.2.1 Balance supply and capacity against demand scenarios
426,SCM,5,1.2.2,Təchizat Zəncirinin İdarə Edilməsi,1.2 Təchizatın Planlaşdırılması,1.2.2 MPS (Əsas İstehsal Planı) və MRP nəticələrini formalaşdırmaq,Supply Chain Management,1.2 Supply Planning,1.2.2 Generate MPS (Master Production Schedule) and MRP outputs
427,SCM,6,1.2.3,Təchizat Zəncirinin İdarə Edilməsi,1.2 Təchizatın Planlaşdırılması,1.2.3 Məhdud təchizatı səmərəli şəkildə bölüşdürmək,Supply Chain Management,1.2 Supply Planning,1.2.3 Allocate constrained supply effectively
428,SCM,7,1.3.1,Təchizat Zəncirinin İdarə Edilməsi,1.3 Gücün Planlaşdırılması,"1.3.1 Qısamüddətli, ortamüddətli və uzunmüddətli güc ehtiyaclarını qiymətləndirmək",Supply Chain Management,1.3 Capacity Planning,"1.3.1 Evaluate short, medium, and long-term capacity needs"
429,SCM,8,1.3.2,Təchizat Zəncirinin İdarə Edilməsi,1.3 Gücün Planlaşdırılması,1.3.2 RCCP (təxmini güc planlaşdırılması) aparmaq,Supply Chain Management,1.3 Capacity Planning,1.3.2 Perform rough-cut capacity planning (RCCP)
430,SCM,9,1.3.3,Təchizat Zəncirinin İdarə Edilməsi,1.3 Gücün Planlaşdırılması,1.3.3 Darboğazları modelləşdirmək və güc simulyasiyaları aparmaq,Supply Chain Management,1.3 Capacity Planning,1.3.3 Model bottlenecks and run capacity simulations
431,SCM,10,1.4.1,Təchizat Zəncirinin İdarə Edilməsi,1.4 Ehtiyatların İdarə Edilməsi,"1.4.1 Ehtiyat parametrlərini (min/max, EOQ, təhlükəsizlik ehtiyatı) müəyyən etmək və tənzimləmək",Supply Chain Management,1.4 Inventory Management,"1.4.1 Set and adjust inventory parameters (min/max, EOQ, safety stock)"
432,SCM,11,1.4.2,Təchizat Zəncirinin İdarə Edilməsi,1.4 Ehtiyatların İdarə Edilməsi,"1.4.2 Köhnəlmiş, artıq və zəif dövriyyəli ehtiyatları azaltmaq",Supply Chain Management,1.4 Inventory Management,"1.4.2 Reduce obsolete, excess, and slow-moving inventory"
433,SCM,12,1.4.3,Təchizat Zəncirinin İdarə Edilməsi,1.4 Ehtiyatların İdarə Edilməsi,1.4.3 Planlaşdırmanı optimallaşdırmaq üçün ABC/XYZ və seqmentasiyadan istifadə etmək,Supply Chain Management,1.4 Inventory Management,1.4.3 Use ABC/XYZ and segmentation to optimize planning
434,SCM,13,1.5.1,Təchizat Zəncirinin İdarə Edilməsi,1.5 Satınalma və Mənbələrin Seçilməsi,1.5.1 TCO və qiymətləndirmə cədvəlləri əsasında təchizatçıları kvalifikasiya etmək və seçmək,Supply Chain Management,1.5 Procurement & Sourcing,1.5.1 Qualify and select suppliers using TCO/scorecards
435,SCM,14,1.5.2,Təchizat Zəncirinin İdarə Edilməsi,1.5 Satınalma və Mənbələrin Seçilməsi,1.5.2 Müqavilələri müzakirə etmək və təchizatçı SLA-larını idarə etmək,Supply Chain Management,1.5 Procurement & Sourcing,1.5.2 Negotiate contracts and manage supplier SLAs
436,SCM,15,1.5.3,Təchizat Zəncirinin İdarə Edilməsi,1.5 Satınalma və Mənbələrin Seçilməsi,1.5.3 Dayanıqlı satınalma təcrübələrini inteqrasiya etmək,Supply Chain Management,1.5 Procurement & Sourcing,1.5.3 Integrate sustainable sourcing practices
437,SCM,16,1.6.1,Təchizat Zəncirinin İdarə Edilməsi,1.6 Strateji Mənbələrin Seçilməsi,1.6.1 Xərc kateqoriyalarını təhlil etmək və satınalma strategiyaları qurmaq,Supply Chain Management,1.6 Strategic Sourcing,1.6.1 Analyze spend categories and build sourcing strategies
438,SCM,17,1.6.2,Təchizat Zəncirinin İdarə Edilməsi,1.6 Strateji Mənbələrin Seçilməsi,"1.6.2 RFX (RFI, RFQ, RFP) proseslərini idarə etmək",Supply Chain Management,1.6 Strategic Sourcing,"1.6.2 Run RFX (RFI, RFQ, RFP) processes"
439,SCM,18,1.7.1,Təchizat Zəncirinin İdarə Edilməsi,1.7 Logistika və Distribusiya,1.7.1 Anbar yerləşimini və material axınlarını optimallaşdırmaq,Supply Chain Management,1.7 Logistics & Distribution,1.7.1 Optimize warehouse layout and material flows
440,SCM,19,1.7.2,Təchizat Zəncirinin İdarə Edilməsi,1.7 Logistika və Distribusiya,1.7.2 3PL tərəfdaş münasibətlərini və yükdaşıma müqavilələrini idarə etmək,Supply Chain Management,1.7 Logistics & Distribution,1.7.2 Manage 3PL relationships and freight contracts
441,SCM,20,1.7.3,Təchizat Zəncirinin İdarə Edilməsi,1.7 Logistika və Distribusiya,1.7.3 Çatdırılma performansını və daşıyıcı etibarlılığını izləmək,Supply Chain Management,1.7 Logistics & Distribution,1.7.3 Monitor delivery performance and carrier reliability
442,SCM,21,1.8.1,Təchizat Zəncirinin İdarə Edilməsi,1.8 Nəqliyyatın İdarə Edilməsi,1.8.1 Nəqliyyat marşrutlarını və daşıma növlərini planlamaq və optimallaşdırmaq,Supply Chain Management,1.8 Transportation Management,1.8.1 Plan and optimize transportation routes and modes
443,SCM,22,1.8.2,Təchizat Zəncirinin İdarə Edilməsi,1.8 Nəqliyyatın İdarə Edilməsi,1.8.2 Daşımaları TMS vasitəsilə icra etmək və izləmək,Supply Chain Management,1.8 Transportation Management,1.8.2 Execute and track shipments with TMS
444,SCM,23,1.9.1,Təchizat Zəncirinin İdarə Edilməsi,1.9 Əks Logistika,"1.9.1 Geri qaytarmaları, geri çağırmaları və təmir əməliyyatlarını idarə etmək",Supply Chain Management,1.9 Reverse Logistics,"1.9.1 Manage returns, recalls, and repair operations"
445,SCM,24,1.9.2,Təchizat Zəncirinin İdarə Edilməsi,1.9 Əks Logistika,1.9.2 Yenidən istifadə oluna bilən komponentləri təchizat zəncirinə geri inteqrasiya etmək,Supply Chain Management,1.9 Reverse Logistics,1.9.2 Reintegrate reusable components back into supply chain
446,SCM,25,1.10.1,Təchizat Zəncirinin İdarə Edilməsi,1.10 S&OP / IBP Prosesi,1.10.1 Konsensus əsaslı aylıq S&OP görüşlərini fasilitasiya etmək,Supply Chain Management,1.10 S&OP / IBP Process,1.10.1 Facilitate consensus-based monthly S&OP meetings
447,SCM,26,1.10.2,Təchizat Zəncirinin İdarə Edilməsi,1.10 S&OP / IBP Prosesi,"1.10.2 Maliyyə, əməliyyat və kommersiya planlarını uyğunlaşdırmaq",Supply Chain Management,1.10 S&OP / IBP Process,"1.10.2 Align finance, operations, and commercial plans"
448,SCM,27,1.11.1,Təchizat Zəncirinin İdarə Edilməsi,1.11 Təchizat Zənciri Analitikası,"1.11.1 Xidmət səviyyəsi, xərc və proqnoz dəqiqliyi üçün dashboard-lar hazırlamaq",Supply Chain Management,1.11 Supply Chain Analytics,"1.11.1 Build dashboards for service level, cost, and forecast accuracy"
449,SCM,28,1.11.2,Təchizat Zəncirinin İdarə Edilməsi,1.11 Təchizat Zənciri Analitikası,1.11.2 Kök səbəb və trend təhlili üçün BI alətlərindən istifadə etmək,Supply Chain Management,1.11 Supply Chain Analytics,1.11.2 Use BI tools for root cause and trend analysis
450,SCM,29,1.12.1,Təchizat Zəncirinin İdarə Edilməsi,1.12 Dayanıqlılıq və Uyğunluq,1.12.1 ESG tələblərinə və təchizatçı davranış kodekslərinə uyğunluğu təmin etmək,Supply Chain Management,1.12 Sustainability & Compliance,1.12.1 Ensure compliance with ESG and supplier codes of conduct
451,SCM,30,1.12.2,Təchizat Zəncirinin İdarə Edilməsi,1.12 Dayanıqlılıq və Uyğunluq,"1.12.2 Təchizat zənciri pillələri üzrə CO2, su və tullantı KPI-larını izləmək",Supply Chain Management,1.12 Sustainability & Compliance,"1.12.2 Track CO2, water, and waste KPIs across supply tiers"
452,SCM,31,1.13.1,Təchizat Zəncirinin İdarə Edilməsi,1.13 Risklərin İdarə Edilməsi və Davamlılıq,1.13.1 Təchizatçı və marşrut risk qiymətləndirmələri aparmaq,Supply Chain Management,1.13 Risk Management & Continuity,1.13.1 Conduct supplier and lane risk assessments
453,SCM,32,1.13.2,Təchizat Zəncirinin İdarə Edilməsi,1.13 Risklərin İdarə Edilməsi və Davamlılıq,1.13.2 Biznes davamlılığı playbook-larını aktual saxlamaq,Supply Chain Management,1.13 Risk Management & Continuity,1.13.2 Maintain business continuity playbooks
